timestamp,Exchange Rate,close,open,high,low,volume,change,비트코인,업비트,bitcoin,coinbase
2021-09-01,1162.8,56795803.199999996,54834159.6,57095805.6,54186480.0,5710.0,3.58,44,69,53,7
2021-09-02,1157.5,57054332.5,56536930.0,58297487.5,56292697.5,4950.0,0.92,49,69,56,8
2021-09-03,1159.7,57985000.0,57162772.7,59181810.400000006,56085411.4,7330.0,1.44,52,71,57,8
2021-09-04,1159.7,57867870.300000004,57985000.0,58598481.300000004,57310054.6,2370.0,-0.2,60,80,50,6
2021-09-05,1159.7,60028391.400000006,57867870.300000004,60188430.0,57405150.0,5540.0,3.73,56,87,53,7
2021-09-06,1156.4,60914526.400000006,59857576.800000004,60952687.6,59048096.800000004,4840.0,1.77,58,88,58,7
2021-09-07,1157.3,54136179.4,60961934.8,61207282.4,50165483.1,16700.0,-11.2,87,100,100,10
2021-09-08,1157.9,53365295.2,54164246.2,54817764.96000001,51538013.21000001,7550.0,-1.48,85,89,91,10
2021-09-09,1164.5,54019990.5,53669476.0,55193806.5,53090719.5,3850.0,0.65,56,73,66,11
2021-09-10,1170.1,52481325.199999996,54279768.9,55036823.599999994,51794593.51,5180.0,-3.31,57,68,59,8
2021-09-11,1170.1,52852246.9,52481325.199999996,53812898.99999999,52361974.99999999,2540.0,0.71,47,59,52,6
2021-09-12,1170.1,53905336.9,52852246.9,54282109.099999994,52397195.01,3390.0,1.99,49,59,52,6
2021-09-13,1170.4,52621184.00000001,53919157.6,54801639.2,50928785.6,8770.0,-2.41,55,69,55,6
2021-09-14,1174.3,55283695.4,52796528.0,55468060.5,52521741.8,3520.0,4.71,45,63,50,6
2021-09-15,1172.2,56425019.2,55184831.6,56781368.0,54786283.6,3980.0,2.25,44,63,53,6
2021-09-16,1171.7,55990856.2,56400951.2,56848540.6,55163636.0,3610.0,-0.73,49,68,51,8
2021-09-17,1169.1,55289077.199999996,55866612.599999994,56330745.3,54692836.199999996,2490.0,-1.03,47,67,49,8
2021-09-18,1169.1,56478051.9,55293753.599999994,57045065.4,55029536.99999999,2050.0,2.15,41,52,46,6
2021-09-19,1169.1,55227114.9,56478051.9,56549366.99999999,54757136.699999996,2280.0,-2.21,42,52,42,6
2021-09-20,1169.1,50273638.199999996,55227114.9,55325319.3,49776770.699999996,12630.0,-8.97,81,64,67,6
