timestamp,비트코인,업비트,bitcoin,coinbase
2024-08-29,25,15,28,2
2024-08-30,25,13,30,2
2024-08-31,19,11,25,2
2024-09-01,69,37,73,5
2024-09-02,64,43,81,6
2024-09-03,82,54,85,7
2024-09-04,83,53,87,7
2024-09-05,82,39,82,6
2024-09-06,83,41,100,7
2024-09-07,80,43,88,5
2024-09-08,77,38,79,5
2024-09-09,77,55,88,7
2024-09-10,77,38,82,6
2024-09-11,80,50,83,6
2024-09-12,68,52,82,7
2024-09-13,72,56,83,7
2024-09-14,54,44,77,5
2024-09-15,58,35,74,5
2024-09-16,73,42,82,7
2024-09-17,74,41,88,6
2024-09-18,84,62,89,7
2024-09-19,100,70,99,8
2024-09-20,86,63,93,7
2024-09-21,66,51,75,6
2024-09-22,70,61,73,5
2024-09-23,80,51,85,7
2024-09-24,68,59,77,8
2024-09-25,72,54,80,7
2024-09-26,80,53,87,8
2024-09-27,83,63,90,8
2024-09-28,68,54,78,5
2024-09-29,68,62,72,6
2024-09-30,82,66,81,7
2024-10-01,50,35,59,5
2024-10-02,37,35,55,5
2024-10-03,39,28,53,4
2024-10-04,38,26,53,5
2024-10-05,31,25,45,4
2024-10-06,36,24,46,3
2024-10-07,37,29,54,5
2024-10-08,40,26,54,4
2024-10-09,35,20,56,4
2024-10-10,42,28,53,5
2024-10-11,38,27,54,5
2024-10-12,36,27,43,4
2024-10-13,35,27,41,3
2024-10-14,40,31,54,6
2024-10-15,47,32,53,6
2024-10-16,53,39,58,6
2024-10-17,46,33,49,5
2024-10-18,46,28,56,6
2024-10-19,35,30,51,4
2024-10-20,37,30,50,4
2024-10-21,53,37,54,5
2024-10-22,40,30,51,5
2024-10-23,41,33,50,5
2024-10-24,40,31,52,5
2024-10-25,49,32,51,5
2024-10-26,42,31,44,4
2024-10-27,36,25,47,4
2024-10-28,51,31,55,8
2024-10-29,100,48,100,7
2024-10-30,76,38,76,7
2024-10-31,64,35,69,6
2024-11-01,22,13,26,2
2024-11-02,15,10,20,2
2024-11-03,19,10,22,1
2024-11-04,22,12,22,2
2024-11-05,23,13,23,2
2024-11-06,98,35,90,4
2024-11-07,42,20,54,4
2024-11-08,35,21,42,3
2024-11-09,30,21,35,3
2024-11-10,50,32,59,4
2024-11-11,69,42,93,8
2024-11-12,100,54,100,8
2024-11-13,75,51,95,8
2024-11-14,59,39,75,7
2024-11-15,44,31,56,5
2024-11-16,44,40,47,4
2024-11-17,38,32,44,4
2024-11-18,40,34,49,5
2024-11-19,40,31,49,5
2024-11-20,47,32,55,6
2024-11-21,69,40,85,7
