timestamp,Exchange Rate,close,open,high,low,volume,change
2017-05-23,1117.1,3206000.0,3104000.0,3281000.0,3081000.0,21580.0,3.29
2017-05-24,1120.6,4175000.0,3206000.0,4314000.0,3206000.0,34680.0,30.22
2017-05-25,1126.6,4199000.0,4175000.0,4840000.0,3102000.0,35910.0,0.57
2017-05-26,1118.0,3227000.0,4199000.0,4200000.0,2900000.0,36650.0,-23.15
2017-05-27,1118.0,3152000.0,3227000.0,3288000.0,2460000.0,33750.0,-2.32
2017-05-28,1118.0,3149000.0,3152000.0,3400000.0,2850000.0,22330.0,-0.1
2017-05-29,1119.5,3206000.0,3149000.0,3340000.0,2966000.0,21060.0,1.81
2017-05-30,1120.1,3144000.0,3206000.0,3300000.0,3100000.0,19770.0,-1.93
2017-05-31,1123.9,3035000.0,3144000.0,3156000.0,2963000.0,23350.0,-3.47
2017-06-01,1121.8,3142000.0,3035000.0,3158000.0,3030000.0,14490.0,3.53
2017-06-02,1120.4,3169000.0,3142000.0,3196000.0,3053000.0,20770.0,0.86
2017-06-03,1120.4,3110000.0,3169000.0,3196000.0,3000000.0,17750.0,-1.86
2017-06-04,1120.4,3061000.0,3110000.0,3120000.0,3053000.0,12150.0,-1.58
2017-06-05,1120.9,3188000.0,3061000.0,3193000.0,3060000.0,18120.0,4.15
2017-06-06,1120.9,3390000.0,3188000.0,3449000.0,3185000.0,32900.0,6.34
2017-06-07,1118.4,3246000.0,3390000.0,3390000.0,3204000.0,18750.0,-4.25
2017-06-08,1122.0,3273000.0,3246000.0,3296000.0,3161000.0,22070.0,0.83
2017-06-09,1125.0,3265000.0,3273000.0,3335000.0,3238000.0,16940.0,-0.24
2017-06-10,1125.0,3280000.0,3265000.0,3336000.0,3251000.0,18580.0,0.46
2017-06-11,1125.0,3327000.0,3280000.0,3330000.0,3235000.0,19140.0,1.43
2017-06-12,1121.6,3208000.0,3327000.0,3395000.0,3101000.0,24730.0,-3.58
2017-06-13,1126.0,3193000.0,3208000.0,3270000.0,3176000.0,20940.0,-0.47
2017-06-14,1128.9,3027000.0,3193000.0,3235000.0,2851000.0,24360.0,-5.2
2017-06-15,1125.6,3061000.0,3027000.0,3084000.0,2675000.0,31180.0,1.12
2017-06-16,1122.8,3052000.0,3061000.0,3083000.0,2993000.0,14650.0,-0.29
2017-06-17,1122.8,3223000.0,3052000.0,3250000.0,3040000.0,18090.0,5.6
2017-06-18,1122.8,3163000.0,3223000.0,3243000.0,3120000.0,12200.0,-1.86
2017-06-19,1133.0,3234000.0,3163000.0,3240000.0,3163000.0,17910.0,2.24
2017-06-20,1131.4,3425000.0,3234000.0,3499000.0,3229000.0,27070.0,5.91
2017-06-21,1137.0,3429000.0,3425000.0,3545000.0,3280000.0,34020.0,0.12
2017-06-22,1142.2,3453000.0,3429000.0,3482000.0,3350000.0,21240.0,0.7
2017-06-23,1140.8,3451000.0,3453000.0,3494000.0,3400000.0,18630.0,-0.06
2017-06-24,1140.8,3365000.0,3451000.0,3451000.0,3340000.0,14780.0,-2.49
2017-06-25,1140.8,3387000.0,3365000.0,3450000.0,3304000.0,11070.0,0.65
2017-06-26,1140.1,3285000.0,3387000.0,3397000.0,3095000.0,21990.0,-3.01
2017-06-27,1135.2,3155000.0,3285000.0,3290000.0,2889000.0,26130.0,-3.96
2017-06-28,1136.4,3134000.0,3155000.0,3179000.0,3030000.0,20720.0,-0.67
2017-06-29,1141.7,3062000.0,3134000.0,3145000.0,3030000.0,14790.0,-2.3
2017-06-30,1139.6,3079000.0,3062000.0,3124000.0,3052000.0,11880.0,0.56
2017-07-01,1139.6,3060000.0,3079000.0,3099000.0,3012000.0,9470.0,-0.62
2017-07-02,1139.6,3009000.0,3060000.0,3060000.0,2929000.0,11150.0,-1.67
2017-07-03,1144.0,3083000.0,3009000.0,3150000.0,3001000.0,14520.0,2.46
2017-07-04,1145.0,3142000.0,3083000.0,3168000.0,3075000.0,12560.0,1.91
2017-07-05,1149.3,3113000.0,3142000.0,3150000.0,3042000.0,11210.0,-0.92
2017-07-06,1149.3,3117000.0,3113000.0,3129000.0,3078000.0,7660.0,0.13
2017-07-07,1153.5,3076000.0,3117000.0,3125000.0,3040000.0,10480.0,-1.32
2017-07-08,1153.5,3085000.0,3076000.0,3086000.0,2931000.0,8700.0,0.29
2017-07-09,1153.5,3019000.0,3085000.0,3098000.0,3014000.0,5360.0,-2.14
2017-07-10,1155.8,2959000.0,3019000.0,3035000.0,2789000.0,11000.0,-1.99
2017-07-11,1149.9,2859000.0,2959000.0,2978000.0,2705000.0,16450.0,-3.38
2017-07-12,1150.1,2893000.0,2859000.0,2893000.0,2789000.0,13890.0,1.19
2017-07-13,1145.6,2822000.0,2893000.0,2940000.0,2804000.0,11300.0,-2.45
2017-07-14,1137.5,2632000.0,2822000.0,2823000.0,2600000.0,12410.0,-6.73
2017-07-15,1137.5,2214000.0,2632000.0,2637000.0,2085000.0,19220.0,-15.88
2017-07-16,1137.5,2213000.0,2214000.0,2334000.0,1800000.0,22050.0,-0.05
2017-07-17,1136.0,2643000.0,2213000.0,2676000.0,2164000.0,23880.0,19.43
2017-07-18,1128.2,2764000.0,2643000.0,2830000.0,2445000.0,30260.0,4.58
2017-07-19,1126.3,2641000.0,2764000.0,2766000.0,2510000.0,23020.0,-4.45
2017-07-20,1121.8,3235000.0,2641000.0,3399000.0,2621000.0,42260.0,22.49
2017-07-21,1124.9,2974000.0,3235000.0,3244000.0,2916000.0,38440.0,-8.07
2017-07-22,1124.9,3120000.0,2974000.0,3197000.0,2950000.0,32880.0,4.91
2017-07-23,1124.9,3044000.0,3120000.0,3141000.0,2980000.0,22450.0,-2.44
2017-07-24,1121.2,3064000.0,3044000.0,3089000.0,3003000.0,13710.0,0.66
2017-07-25,1116.1,2931000.0,3064000.0,3084000.0,2759000.0,31280.0,-4.34
2017-07-26,1116.1,2851000.0,2931000.0,2977000.0,2763000.0,18090.0,-2.73
2017-07-27,1120.3,2989000.0,2851000.0,3001000.0,2840000.0,16980.0,4.84
2017-07-28,1112.5,3192000.0,2989000.0,3238000.0,2989000.0,51400.0,6.79
2017-07-29,1112.5,3064000.0,3192000.0,3193000.0,2960000.0,31800.0,-4.01
2017-07-30,1112.5,3108000.0,3064000.0,3148000.0,3001000.0,16830.0,1.44
2017-07-31,1119.1,3190000.0,3108000.0,3198000.0,3054000.0,17340.0,2.64
2017-08-01,1121.9,3055000.0,3190000.0,3196000.0,2998000.0,14240.0,-4.23
2017-08-02,1118.0,3043000.0,3055000.0,3087000.0,3024000.0,6170.0,-0.39
2017-08-03,1123.2,3093000.0,3043000.0,3111000.0,3040000.0,8670.0,1.64
2017-08-04,1127.6,3164000.0,3093000.0,3198000.0,3059000.0,29690.0,2.3
2017-08-05,1127.6,3563000.0,3164000.0,3566000.0,3156000.0,53540.0,12.61
2017-08-06,1127.6,3523000.0,3563000.0,3663000.0,3420000.0,22230.0,-1.12
2017-08-07,1125.4,3744000.0,3523000.0,3784000.0,3461000.0,24650.0,6.27
2017-08-08,1127.3,3865000.0,3744000.0,3958000.0,3699000.0,43150.0,3.23
2017-08-09,1125.4,3798000.0,3865000.0,3883000.0,3600000.0,21960.0,-1.73
2017-08-10,1134.7,3868000.0,3798000.0,3890000.0,3769000.0,12810.0,1.84
2017-08-11,1141.1,4177000.0,3868000.0,4200000.0,3861000.0,31860.0,7.99
