timestamp,date,비트코인,업비트,bitcoin,coinbase
1483228800,2017-01-01,0,0,42,3
1483315200,2017-01-02,39,0,75,4
1483401600,2017-01-03,66,0,71,4
1483488000,2017-01-04,50,0,83,5
1483574400,2017-01-05,100,0,100,5
1483660800,2017-01-06,86,0,85,5
1483747200,2017-01-07,49,0,72,3
1483833600,2017-01-08,57,0,63,3
1483920000,2017-01-09,35,0,61,3
1484006400,2017-01-10,43,0,57,3
1484092800,2017-01-11,59,0,62,3
1484179200,2017-01-12,43,0,68,3
1484265600,2017-01-13,34,0,53,3
1484352000,2017-01-14,0,0,48,3
1484438400,2017-01-15,34,0,46,2
1484524800,2017-01-16,23,0,44,2
1484611200,2017-01-17,30,0,50,3
1484697600,2017-01-18,29,0,48,3
1484784000,2017-01-19,0,0,44,3
1484870400,2017-01-20,63,0,42,2
1484956800,2017-01-21,38,0,40,2
1485043200,2017-01-22,26,0,40,2
1485129600,2017-01-23,32,0,42,2
1485216000,2017-01-24,40,0,46,3
1485302400,2017-01-25,36,0,41,2
1485388800,2017-01-26,24,0,40,2
1485475200,2017-01-27,0,0,40,2
1485561600,2017-01-28,0,0,37,2
1485648000,2017-01-29,32,0,37,2
1485734400,2017-01-30,36,0,38,2
1485820800,2017-01-31,32,0,44,2
1485907200,2017-02-01,60,0,67,4
1485993600,2017-02-02,39,0,75,4
1486080000,2017-02-03,69,0,75,4
1486166400,2017-02-04,59,0,65,4
1486252800,2017-02-05,56,0,62,4
1486339200,2017-02-06,86,0,66,4
1486425600,2017-02-07,0,0,70,4
1486512000,2017-02-08,72,0,72,4
1486598400,2017-02-09,0,0,82,5
1486684800,2017-02-10,0,0,77,4
1486771200,2017-02-11,69,0,63,4
1486857600,2017-02-12,66,0,58,3
1486944000,2017-02-13,50,0,63,4
1487030400,2017-02-14,82,0,57,4
1487116800,2017-02-15,51,0,60,4
1487203200,2017-02-16,61,0,66,4
1487289600,2017-02-17,62,0,65,4
1487376000,2017-02-18,66,0,61,4
1487462400,2017-02-19,61,0,55,4
1487548800,2017-02-20,51,0,61,4
1487635200,2017-02-21,52,0,80,5
1487721600,2017-02-22,50,0,77,4
1487808000,2017-02-23,56,0,84,5
1487894400,2017-02-24,100,0,100,5
1487980800,2017-02-25,0,0,78,5
1488067200,2017-02-26,61,0,74,4
1488153600,2017-02-27,63,0,77,5
1488240000,2017-02-28,77,0,79,6
1488326400,2017-03-01,64,0,61,4
1488412800,2017-03-02,58,0,73,5
1488499200,2017-03-03,54,0,98,5
1488585600,2017-03-04,0,0,78,4
1488672000,2017-03-05,54,0,68,4
1488758400,2017-03-06,60,0,71,4
1488844800,2017-03-07,57,0,77,4
1488931200,2017-03-08,70,0,75,4
1489017600,2017-03-09,45,0,73,4
1489104000,2017-03-10,59,0,100,5
1489190400,2017-03-11,61,0,83,4
1489276800,2017-03-12,44,0,66,3
1489363200,2017-03-13,60,0,71,5
1489449600,2017-03-14,51,0,64,4
1489536000,2017-03-15,67,0,61,4
1489622400,2017-03-16,28,0,65,6
1489708800,2017-03-17,76,0,62,6
1489795200,2017-03-18,65,0,77,5
1489881600,2017-03-19,60,0,70,4
1489968000,2017-03-20,58,0,64,4
1490054400,2017-03-21,100,0,65,4
1490140800,2017-03-22,58,0,67,4
1490227200,2017-03-23,94,0,60,4
1490313600,2017-03-24,97,0,65,4
1490400000,2017-03-25,56,0,65,4
1490486400,2017-03-26,71,0,55,4
1490572800,2017-03-27,57,0,61,4
1490659200,2017-03-28,59,0,59,4
1490745600,2017-03-29,88,0,57,4
1490832000,2017-03-30,86,0,55,4
1490918400,2017-03-31,55,0,54,4
1491004800,2017-04-01,38,0,82,5
1491091200,2017-04-02,51,0,76,5
1491177600,2017-04-03,92,0,89,6
1491264000,2017-04-04,61,0,88,5
1491350400,2017-04-05,59,0,84,6
1491436800,2017-04-06,69,0,84,6
1491523200,2017-04-07,60,0,83,5
1491609600,2017-04-08,60,0,79,5
1491696000,2017-04-09,0,0,84,5
1491782400,2017-04-10,55,0,84,5
1491868800,2017-04-11,62,0,92,5
1491955200,2017-04-12,56,0,83,5
1492041600,2017-04-13,64,0,87,5
1492128000,2017-04-14,74,0,82,5
1492214400,2017-04-15,37,0,69,5
1492300800,2017-04-16,60,0,74,5
1492387200,2017-04-17,54,0,81,6
1492473600,2017-04-18,65,0,88,6
1492560000,2017-04-19,71,0,82,5
1492646400,2017-04-20,53,0,83,6
1492732800,2017-04-21,46,0,83,5
1492819200,2017-04-22,51,0,75,5
1492905600,2017-04-23,48,0,71,5
1492992000,2017-04-24,76,0,80,5
1493078400,2017-04-25,69,0,92,5
1493164800,2017-04-26,66,0,96,7
1493251200,2017-04-27,89,0,99,7
1493337600,2017-04-28,100,0,100,8
1493424000,2017-04-29,59,0,81,7
1493510400,2017-04-30,50,0,90,7
1493596800,2017-05-01,8,0,23,2
1493683200,2017-05-02,10,0,26,2
1493769600,2017-05-03,10,0,26,2
1493856000,2017-05-04,17,4,32,3
1493942400,2017-05-05,18,0,30,3
1494028800,2017-05-06,15,0,25,2
1494115200,2017-05-07,13,0,24,2
1494201600,2017-05-08,18,0,29,2
1494288000,2017-05-09,14,0,36,3
1494374400,2017-05-10,17,0,33,3
1494460800,2017-05-11,12,0,38,3
1494547200,2017-05-12,18,0,42,2
1494633600,2017-05-13,13,0,46,2
1494720000,2017-05-14,21,0,36,2
1494806400,2017-05-15,30,0,50,2
1494892800,2017-05-16,33,0,45,2
1494979200,2017-05-17,27,0,42,2
1495065600,2017-05-18,28,0,37,2
1495152000,2017-05-19,19,0,39,3
1495238400,2017-05-20,22,0,39,3
1495324800,2017-05-21,21,0,41,3
1495411200,2017-05-22,51,0,63,7
