timestamp,date,비트코인,업비트,bitcoin,coinbase
1678665600,2023-03-13,90,84,97,7
1678752000,2023-03-14,100,91,98,7
1678838400,2023-03-15,79,76,82,6
1678924800,2023-03-16,76,75,71,6
1679011200,2023-03-17,90,82,83,6
1679097600,2023-03-18,97,88,82,5
1679184000,2023-03-19,91,87,85,5
1679270400,2023-03-20,92,90,100,6
1679356800,2023-03-21,88,91,87,7
1679443200,2023-03-22,82,80,85,7
1679529600,2023-03-23,82,74,83,9
1679616000,2023-03-24,77,82,81,7
1679702400,2023-03-25,64,68,67,5
1679788800,2023-03-26,68,64,66,5
1679875200,2023-03-27,77,74,76,6
1679961600,2023-03-28,70,65,73,6
1680048000,2023-03-29,80,87,74,6
1680134400,2023-03-30,70,91,73,6
1680220800,2023-03-31,67,95,69,5
1680307200,2023-04-01,67,83,66,4
1680393600,2023-04-02,74,85,66,5
1680480000,2023-04-03,77,93,73,7
1680566400,2023-04-04,74,86,71,7
1680652800,2023-04-05,75,95,70,6
1680739200,2023-04-06,66,92,70,6
1680825600,2023-04-07,65,72,66,5
1680912000,2023-04-08,49,70,59,5
1680998400,2023-04-09,64,67,57,4
1681084800,2023-04-10,75,77,69,6
1681171200,2023-04-11,100,93,100,7
1681257600,2023-04-12,87,92,87,7
1681344000,2023-04-13,73,81,78,6
1681430400,2023-04-14,83,90,83,7
1681516800,2023-04-15,58,67,71,5
1681603200,2023-04-16,67,72,66,5
1681689600,2023-04-17,64,82,76,6
1681776000,2023-04-18,69,75,78,6
1681862400,2023-04-19,84,82,72,6
1681948800,2023-04-20,76,86,77,5
1682035200,2023-04-21,80,75,73,5
1682121600,2023-04-22,60,62,66,4
1682208000,2023-04-23,63,74,72,4
1682294400,2023-04-24,70,73,71,5
1682380800,2023-04-25,73,70,68,5
1682467200,2023-04-26,86,78,78,6
1682553600,2023-04-27,68,79,69,5
1682640000,2023-04-28,65,71,66,5
1682726400,2023-04-29,72,60,63,4
1682812800,2023-04-30,57,48,59,4
1682899200,2023-05-01,83,71,95,8
1682985600,2023-05-02,79,75,91,8
1683072000,2023-05-03,80,79,93,8
1683158400,2023-05-04,84,76,91,9
1683244800,2023-05-05,82,69,89,9
1683331200,2023-05-06,94,79,83,6
1683417600,2023-05-07,80,64,82,6
1683504000,2023-05-08,99,76,100,8
1683590400,2023-05-09,100,77,91,7
1683676800,2023-05-10,100,82,95,8
1683763200,2023-05-11,88,73,89,8
1683849600,2023-05-12,91,78,92,7
1683936000,2023-05-13,77,61,73,6
1684022400,2023-05-14,71,59,74,5
1684108800,2023-05-15,70,65,80,7
1684195200,2023-05-16,72,70,79,7
1684281600,2023-05-17,67,59,77,7
1684368000,2023-05-18,62,52,82,7
1684454400,2023-05-19,60,53,76,6
1684540800,2023-05-20,46,47,71,5
1684627200,2023-05-21,56,48,74,5
1684713600,2023-05-22,55,52,83,6
1684800000,2023-05-23,52,57,81,7
1684886400,2023-05-24,59,56,78,6
1684972800,2023-05-25,53,53,83,6
1685059200,2023-05-26,55,49,79,6
1685145600,2023-05-27,46,40,70,5
1685232000,2023-05-28,54,48,74,5
1685318400,2023-05-29,50,60,82,5
1685404800,2023-05-30,66,54,81,7
1685491200,2023-05-31,59,58,80,6
1685577600,2023-06-01,45,43,66,5
1685664000,2023-06-02,49,40,64,5
1685750400,2023-06-03,43,38,59,4
1685836800,2023-06-04,41,37,58,4
1685923200,2023-06-05,62,47,75,6
1686009600,2023-06-06,70,54,79,15
1686096000,2023-06-07,59,49,72,10
1686182400,2023-06-08,48,47,68,8
1686268800,2023-06-09,40,45,62,7
1686355200,2023-06-10,100,70,73,6
1686441600,2023-06-11,64,50,71,5
1686528000,2023-06-12,50,50,68,7
1686614400,2023-06-13,54,56,64,6
1686700800,2023-06-14,58,48,68,6
1686787200,2023-06-15,64,54,73,6
1686873600,2023-06-16,57,52,69,6
1686960000,2023-06-17,51,44,61,4
1687046400,2023-06-18,43,40,61,4
1687132800,2023-06-19,46,42,65,5
1687219200,2023-06-20,63,40,70,6
1687305600,2023-06-21,78,63,100,6
1687392000,2023-06-22,82,70,90,6
1687478400,2023-06-23,78,64,88,6
1687564800,2023-06-24,84,69,79,5
1687651200,2023-06-25,67,58,72,5
1687737600,2023-06-26,66,66,79,7
1687824000,2023-06-27,61,53,74,7
1687910400,2023-06-28,57,54,76,6
1687996800,2023-06-29,57,48,77,7
1688083200,2023-06-30,81,68,80,6
1688169600,2023-07-01,61,69,77,5
1688256000,2023-07-02,57,66,83,5
1688342400,2023-07-03,64,62,87,8
1688428800,2023-07-04,60,62,90,7
1688515200,2023-07-05,57,54,84,7
1688601600,2023-07-06,64,57,89,7
1688688000,2023-07-07,56,55,79,7
1688774400,2023-07-08,50,43,75,5
1688860800,2023-07-09,45,50,77,5
1688947200,2023-07-10,48,52,82,7
1689033600,2023-07-11,55,60,84,9
1689120000,2023-07-12,55,55,81,8
1689206400,2023-07-13,81,78,88,13
1689292800,2023-07-14,79,100,100,14
1689379200,2023-07-15,60,77,81,8
1689465600,2023-07-16,60,73,79,7
1689552000,2023-07-17,54,70,82,9
1689638400,2023-07-18,61,64,81,9
1689724800,2023-07-19,62,66,85,9
1689811200,2023-07-20,57,74,83,8
1689897600,2023-07-21,46,54,79,8
1689984000,2023-07-22,41,58,70,6
1690070400,2023-07-23,55,69,74,5
1690156800,2023-07-24,66,71,82,7
1690243200,2023-07-25,56,63,81,7
1690329600,2023-07-26,61,64,80,8
1690416000,2023-07-27,52,59,77,7
1690502400,2023-07-28,44,58,75,7
1690588800,2023-07-29,39,60,73,5
1690675200,2023-07-30,53,60,70,5
1690761600,2023-07-31,49,55,77,9
1690848000,2023-08-01,59,61,60,6
1690934400,2023-08-02,60,60,65,6
1691020800,2023-08-03,46,53,61,6
1691107200,2023-08-04,50,64,63,6
1691193600,2023-08-05,54,53,58,4
1691280000,2023-08-06,53,51,58,4
1691366400,2023-08-07,63,66,58,5
1691452800,2023-08-08,58,62,62,6
1691539200,2023-08-09,51,56,63,5
1691625600,2023-08-10,48,56,62,6
1691712000,2023-08-11,59,56,60,5
1691798400,2023-08-12,52,53,56,4
1691884800,2023-08-13,48,50,55,4
1691971200,2023-08-14,50,51,59,5
1692057600,2023-08-15,64,53,59,5
1692144000,2023-08-16,67,71,59,5
1692230400,2023-08-17,81,64,73,6
1692316800,2023-08-18,100,70,100,6
1692403200,2023-08-19,69,60,73,4
1692489600,2023-08-20,57,52,63,4
1692576000,2023-08-21,60,54,68,5
1692662400,2023-08-22,68,47,68,5
1692748800,2023-08-23,56,55,67,5
1692835200,2023-08-24,53,54,63,5
1692921600,2023-08-25,54,50,62,5
1693008000,2023-08-26,44,37,58,4
1693094400,2023-08-27,48,38,57,4
1693180800,2023-08-28,55,41,59,5
1693267200,2023-08-29,74,56,74,6
1693353600,2023-08-30,60,51,68,5
1693440000,2023-08-31,61,50,63,5
1693526400,2023-09-01,95,81,100,7
1693612800,2023-09-02,88,78,83,5
1693699200,2023-09-03,73,72,84,5
1693785600,2023-09-04,84,85,88,6
1693872000,2023-09-05,72,76,89,7
1693958400,2023-09-06,75,75,93,8
1694044800,2023-09-07,73,73,91,7
1694131200,2023-09-08,82,72,88,7
1694217600,2023-09-09,56,52,83,6
1694304000,2023-09-10,79,74,82,5
1694390400,2023-09-11,88,79,90,7
1694476800,2023-09-12,89,88,93,7
1694563200,2023-09-13,79,78,90,7
1694649600,2023-09-14,79,81,83,7
1694736000,2023-09-15,78,79,85,6
1694822400,2023-09-16,69,95,77,5
1694908800,2023-09-17,72,91,77,5
1694995200,2023-09-18,96,87,91,7
1695081600,2023-09-19,83,84,87,7
1695168000,2023-09-20,77,87,88,7
1695254400,2023-09-21,77,100,86,7
1695340800,2023-09-22,70,93,84,6
1695427200,2023-09-23,74,86,79,6
1695513600,2023-09-24,61,91,73,5
1695600000,2023-09-25,86,100,82,7
1695686400,2023-09-26,76,90,82,7
1695772800,2023-09-27,69,89,83,7
1695859200,2023-09-28,71,74,84,7
1695945600,2023-09-29,80,78,81,7
1696032000,2023-09-30,71,73,75,6
1696118400,2023-10-01,28,29,37,3
1696204800,2023-10-02,39,37,47,4
1696291200,2023-10-03,29,32,40,3
1696377600,2023-10-04,32,31,38,3
1696464000,2023-10-05,27,33,37,3
1696550400,2023-10-06,32,31,37,3
1696636800,2023-10-07,22,26,35,2
1696723200,2023-10-08,25,26,37,2
1696809600,2023-10-09,37,34,40,3
1696896000,2023-10-10,26,32,37,3
1696982400,2023-10-11,31,30,36,3
1697068800,2023-10-12,26,32,38,3
1697155200,2023-10-13,27,24,37,3
1697241600,2023-10-14,27,30,34,3
1697328000,2023-10-15,30,33,35,3
1697414400,2023-10-16,50,38,47,4
1697500800,2023-10-17,38,38,45,3
1697587200,2023-10-18,36,42,43,3
1697673600,2023-10-19,31,39,41,3
1697760000,2023-10-20,45,39,50,3
1697846400,2023-10-21,37,36,46,3
1697932800,2023-10-22,42,40,44,2
1698019200,2023-10-23,62,47,61,4
1698105600,2023-10-24,100,76,100,5
1698192000,2023-10-25,65,48,75,5
1698278400,2023-10-26,59,49,66,4
1698364800,2023-10-27,48,45,56,4
1698451200,2023-10-28,43,41,51,3
1698537600,2023-10-29,38,44,46,3
1698624000,2023-10-30,51,51,54,4
1698710400,2023-10-31,47,51,50,4
1698796800,2023-11-01,55,65,75,6
1698883200,2023-11-02,65,75,86,7
1698969600,2023-11-03,62,63,78,6
1699056000,2023-11-04,54,68,67,4
1699142400,2023-11-05,57,76,66,5
1699228800,2023-11-06,64,74,73,6
1699315200,2023-11-07,58,65,75,6
1699401600,2023-11-08,58,70,74,6
1699488000,2023-11-09,85,79,100,7
1699574400,2023-11-10,85,100,93,7
1699660800,2023-11-11,74,82,78,6
1699747200,2023-11-12,61,71,73,5
1699833600,2023-11-13,74,76,79,6
1699920000,2023-11-14,68,77,82,6
1700006400,2023-11-15,67,76,79,6
1700092800,2023-11-16,63,60,81,7
1700179200,2023-11-17,63,59,72,6
1700265600,2023-11-18,49,58,67,4
1700352000,2023-11-19,53,53,61,4
1700438400,2023-11-20,52,56,75,6
1700524800,2023-11-21,60,55,71,6
1700611200,2023-11-22,70,68,77,7
1700697600,2023-11-23,66,58,69,6
1700784000,2023-11-24,67,69,72,6
1700870400,2023-11-25,53,58,69,5
1700956800,2023-11-26,56,56,62,5
1701043200,2023-11-27,57,62,67,7
1701129600,2023-11-28,57,63,67,7
1701216000,2023-11-29,51,65,71,7
1701302400,2023-11-30,51,54,66,7
1701388800,2023-12-01,53,49,55,5
1701475200,2023-12-02,61,54,56,5
1701561600,2023-12-03,58,56,62,4
1701648000,2023-12-04,89,66,100,7
1701734400,2023-12-05,91,63,95,7
1701820800,2023-12-06,100,79,89,7
1701907200,2023-12-07,83,66,75,6
1701993600,2023-12-08,70,66,77,7
1702080000,2023-12-09,61,61,69,6
1702166400,2023-12-10,53,55,61,5
1702252800,2023-12-11,96,68,75,6
1702339200,2023-12-12,73,73,65,5
1702425600,2023-12-13,67,63,64,6
1702512000,2023-12-14,54,62,66,7
1702598400,2023-12-15,52,55,60,6
1702684800,2023-12-16,49,48,56,5
1702771200,2023-12-17,50,43,53,4
1702857600,2023-12-18,56,60,61,6
1702944000,2023-12-19,54,62,63,7
1703030400,2023-12-20,50,54,67,7
1703116800,2023-12-21,51,54,62,6
1703203200,2023-12-22,51,61,62,7
1703289600,2023-12-23,42,45,58,5
1703376000,2023-12-24,47,48,53,5
