timestamp,date,비트코인,업비트,bitcoin,coinbase
1631750400,2021-09-16,49,68,51,8
1631836800,2021-09-17,47,67,49,8
1631923200,2021-09-18,41,52,46,6
1632009600,2021-09-19,42,52,42,6
1632096000,2021-09-20,81,64,67,6
1632182400,2021-09-21,72,62,68,7
1632268800,2021-09-22,61,65,60,6
1632355200,2021-09-23,50,66,54,6
1632441600,2021-09-24,64,67,81,6
1632528000,2021-09-25,64,51,59,5
1632614400,2021-09-26,55,52,54,4
1632700800,2021-09-27,53,55,50,5
1632787200,2021-09-28,57,57,51,5
1632873600,2021-09-29,50,49,49,5
1632960000,2021-09-30,54,58,49,5
1633046400,2021-10-01,61,64,53,5
1633132800,2021-10-02,54,62,46,5
1633219200,2021-10-03,48,53,43,5
1633305600,2021-10-04,54,63,48,6
1633392000,2021-10-05,61,88,55,8
1633478400,2021-10-06,75,90,69,10
1633564800,2021-10-07,61,74,64,12
1633651200,2021-10-08,56,78,53,8
1633737600,2021-10-09,59,71,50,6
1633824000,2021-10-10,57,67,49,6
1633910400,2021-10-11,68,72,59,8
1633996800,2021-10-12,70,71,59,7
1634083200,2021-10-13,56,67,52,7
1634169600,2021-10-14,49,62,55,9
1634256000,2021-10-15,86,100,78,9
1634342400,2021-10-16,63,68,70,7
1634428800,2021-10-17,56,55,59,6
1634515200,2021-10-18,63,63,65,8
1634601600,2021-10-19,64,63,80,9
1634688000,2021-10-20,82,70,100,11
1634774400,2021-10-21,84,76,86,10
1634860800,2021-10-22,71,67,76,9
1634947200,2021-10-23,55,52,59,7
1635033600,2021-10-24,59,52,56,10
1635120000,2021-10-25,58,62,62,11
1635206400,2021-10-26,59,59,66,13
1635292800,2021-10-27,72,84,67,26
1635379200,2021-10-28,60,68,64,23
1635465600,2021-10-29,52,67,60,18
1635552000,2021-10-30,54,66,51,14
1635638400,2021-10-31,59,72,48,13
1635724800,2021-11-01,60,69,72,18
1635811200,2021-11-02,57,77,78,20
1635897600,2021-11-03,56,76,67,20
1635984000,2021-11-04,49,73,70,19
1636070400,2021-11-05,46,67,69,17
1636156800,2021-11-06,45,55,59,15
1636243200,2021-11-07,43,57,61,14
1636329600,2021-11-08,57,68,89,17
1636416000,2021-11-09,66,76,100,20
1636502400,2021-11-10,58,66,93,18
1636588800,2021-11-11,49,66,80,16
1636675200,2021-11-12,54,69,78,15
1636761600,2021-11-13,48,58,67,14
1636848000,2021-11-14,54,58,71,13
1636934400,2021-11-15,55,71,73,14
1637020800,2021-11-16,78,77,96,14
1637107200,2021-11-17,67,89,85,14
1637193600,2021-11-18,75,97,86,14
1637280000,2021-11-19,64,77,88,14
1637366400,2021-11-20,52,66,69,14
1637452800,2021-11-21,50,63,67,13
1637539200,2021-11-22,58,71,76,14
1637625600,2021-11-23,59,83,83,13
1637712000,2021-11-24,61,93,81,17
1637798400,2021-11-25,62,100,69,13
1637884800,2021-11-26,71,91,88,12
1637971200,2021-11-27,61,70,74,11
1638057600,2021-11-28,59,67,71,9
1638144000,2021-11-29,56,73,74,13
1638230400,2021-11-30,57,77,76,14
1638316800,2021-12-01,32,49,46,9
1638403200,2021-12-02,32,43,43,8
1638489600,2021-12-03,36,44,45,8
1638576000,2021-12-04,100,68,100,9
1638662400,2021-12-05,56,47,72,7
1638748800,2021-12-06,59,57,69,7
1638835200,2021-12-07,45,53,59,8
1638921600,2021-12-08,38,46,53,7
1639008000,2021-12-09,40,42,53,8
1639094400,2021-12-10,39,38,52,7
1639180800,2021-12-11,33,34,47,6
1639267200,2021-12-12,34,32,44,6
1639353600,2021-12-13,41,38,54,6
1639440000,2021-12-14,39,41,60,8
1639526400,2021-12-15,41,43,55,9
1639612800,2021-12-16,33,42,52,8
1639699200,2021-12-17,34,35,47,6
1639785600,2021-12-18,27,31,44,6
1639872000,2021-12-19,29,30,42,5
1639958400,2021-12-20,35,33,47,6
1640044800,2021-12-21,33,36,47,6
1640131200,2021-12-22,29,36,43,7
1640217600,2021-12-23,31,36,45,6
1640304000,2021-12-24,27,37,48,7
